timestamp,AABA,AAPL,AXP,BA,CAT,CSCO,CVX,DIS,GE,GOOGL,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,VZ,WMT,XOM,y,forecasts,scores
2007-09-20,25.28,20.02,61.02,99.94,77.9,31.99,94.02,34.67,41.5,273.77,210.95,36.18,116.27,25.51,64.5,47.62,28.28,55.4,91.23,51.5,28.48,14.64,24.92,68.49,52.2,49.8,78.51,43.63,44.68,92.42,88.9,84.41742067677635,4.482579323223661
2007-09-21,25.54,20.16,60.36,102.35,78.14,32.56,94.28,34.06,41.61,278.45,205.56,35.52,117.89,26.01,64.9,47.5,28.19,55.48,92.5,51.42,28.69,15.06,24.81,69.67,52.21,50.17,79.59,43.61,44.57,92.87,90.29,84.65386724326333,5.6361327567366715
2007-09-24,26.13,20.96,59.35,103.0,78.64,32.22,95.0,34.6,41.25,280.78,210.99,34.52,116.9,25.98,64.98,47.2,28.26,54.88,91.6,51.87,28.81,14.44,24.66,69.32,50.72,50.0,79.44,44.25,44.32,92.08,91.3,85.4604977171399,5.839502282860096
2007-09-25,25.7,20.98,58.18,102.74,76.98,31.75,93.09,34.2,40.75,282.28,209.0,33.18,116.02,25.83,64.8,46.25,28.34,54.8,91.49,51.68,29.14,14.25,24.35,69.4,49.32,49.53,78.69,44.0,43.29,90.68,91.99,85.66329805763492,6.3267019423650765
2007-09-26,26.7,22.07,59.22,105.3,76.78,32.65,93.18,34.27,41.18,285.49,212.42,33.2,116.94,25.98,65.02,46.26,28.58,54.35,92.17,52.48,29.68,14.66,24.39,69.91,50.35,49.52,79.91,44.33,43.3,92.43,94.04,85.90148795871767,8.13851204128234
2007-09-27,26.95,21.97,59.48,104.45,77.03,33.02,93.26,34.48,41.4,286.15,215.45,33.15,117.5,26.09,65.38,46.2,28.66,54.83,92.8,52.52,29.7,14.58,24.67,70.51,49.88,49.45,80.5,44.44,43.56,92.9,94.07,86.5827757083309,7.487224291669094
2007-09-28,26.49,21.92,59.7,105.2,77.5,33.14,93.55,34.26,41.26,283.78,215.76,32.81,117.14,25.72,65.55,46.05,28.65,54.46,93.98,51.75,29.49,14.52,24.76,69.95,50.0,49.02,80.31,44.55,43.61,93.13,92.77,87.11297081591508,5.657029184084919
2007-10-01,26.76,22.09,59.15,105.45,78.91,33.01,93.3,34.38,41.28,285.27,215.41,32.58,117.61,26.04,65.66,45.47,28.8,54.75,93.84,52.0,29.46,14.7,24.45,70.44,50.51,48.87,80.48,44.46,43.83,92.45,93.42,87.32279746943752,6.097202530562484
2007-10-02,27.2,22.36,60.75,106.62,79.97,33.0,93.92,34.65,42.03,291.98,223.25,33.21,119.31,26.28,66.16,46.99,29.0,56.36,94.35,52.58,29.7,14.82,24.89,70.85,52.05,48.2,82.0,45.25,44.45,93.32,93.86,87.82203626233897,6.0379637376610304
2007-10-03,27.16,22.54,60.11,105.33,79.64,32.9,91.51,34.6,41.95,293.42,226.25,33.27,117.65,25.89,65.87,46.71,28.88,55.95,93.66,51.58,29.71,14.7,24.86,70.72,52.3,47.8,80.4,45.25,44.69,91.63,92.19,88.86689777358083,3.3231022264191665
2007-10-04,27.19,22.57,59.92,105.15,78.88,32.59,91.49,34.89,41.71,292.84,227.55,34.01,116.2,25.8,66.1,47.2,28.82,55.92,94.75,51.61,29.56,14.84,25.13,70.2,52.52,47.42,80.08,45.24,45.06,91.34,92.55,89.20233074826473,3.347669251735269
2007-10-05,27.78,22.62,60.25,105.4,79.01,32.34,92.1,35.09,41.93,293.85,227.11,34.2,116.17,25.8,66.3,47.45,28.98,56.07,94.75,53.2,29.89,14.84,25.5,70.9,53.73,47.44,80.24,45.32,45.45,91.2,93.55,89.34695825447618,4.203041745523819
2007-10-08,28.01,23.36,61.11,103.26,80.74,32.53,91.55,35.47,41.74,297.8,227.51,34.27,116.1,25.5,66.25,47.31,28.98,56.11,95.75,53.51,29.66,15.04,25.56,70.05,54.0,47.7,80.84,45.07,45.2,90.6,94.22,90.12129110508025,4.098708894919753
2007-10-09,28.35,24.31,60.95,101.32,81.69,32.8,91.83,35.16,41.51,307.86,227.8,33.91,117.85,25.68,66.1,47.59,28.8,57.02,94.87,53.21,30.03,15.0,25.43,71.18,53.42,47.79,80.3,45.01,45.03,90.99,96.59,90.66258921859986,5.927410781400141
2007-10-10,28.43,23.94,62.5,100.89,82.4,33.39,90.33,35.45,41.92,310.99,237.11,33.69,118.0,25.88,66.27,47.47,29.0,57.17,95.12,53.63,30.04,15.36,25.55,71.15,53.43,48.48,81.32,45.43,45.1,91.69,95.5,90.87626922090614,4.6237307790938615
2007-10-11,28.44,24.21,62.32,99.5,81.53,33.38,92.52,35.5,41.95,317.14,239.02,33.7,118.99,25.87,65.98,47.01,29.0,57.31,96.1,53.08,30.3,15.5,25.57,71.65,54.01,49.54,80.86,45.63,47.35,93.6,95.33,91.2993438765608,4.030656123439201
2007-10-12,27.76,23.29,62.65,96.11,79.9,32.83,91.53,35.2,40.86,312.3,230.67,33.52,118.5,25.6,66.17,46.67,28.6,56.85,94.67,53.19,30.03,15.24,25.43,71.93,53.95,49.24,79.58,45.81,46.98,93.1,89.42,92.31994368849762,2.899943688497615
2007-10-15,28.32,24.0,63.21,95.98,80.1,32.92,92.27,35.37,40.9,319.55,233.25,33.45,117.95,25.64,65.95,46.77,29.04,57.29,94.18,54.0,30.1,15.75,25.25,71.65,54.17,49.75,81.17,45.49,47.01,94.15,91.8,92.64871259252716,0.8487125925271641
2007-10-16,27.37,23.65,61.64,94.5,78.5,32.41,92.4,35.13,40.78,309.55,227.76,32.95,118.02,25.72,65.77,46.0,28.84,56.25,94.43,53.18,30.24,15.96,24.91,70.98,53.27,48.91,80.13,44.68,46.28,94.74,88.69,92.6275460561811,3.9375460561811053
2007-10-17,29.1,24.67,60.84,96.52,78.35,32.7,93.88,35.26,40.93,315.54,228.25,32.81,118.01,26.79,65.55,47.04,29.18,57.22,94.64,53.25,30.75,16.12,24.75,70.64,53.04,48.49,80.08,45.2,46.14,95.08,91.9,92.91371810420786,1.0137181042078538
2007-10-18,28.59,24.5,59.37,95.36,76.8,32.19,93.07,35.31,40.93,318.02,224.9,31.6,114.82,26.51,65.24,46.1,29.52,56.89,94.28,53.0,31.22,15.64,24.55,70.55,51.9,49.0,76.77,45.15,45.78,94.63,89.37,93.04598969374122,3.675989693741215
2007-10-19,29.36,24.89,58.65,96.54,74.61,32.62,92.7,34.55,40.53,327.61,226.15,31.72,113.98,26.84,64.58,45.79,29.76,56.35,92.9,53.11,31.09,15.74,24.53,71.0,51.6,47.74,77.27,44.62,45.84,94.7,89.93,92.93640843500245,3.0064084350024416
2007-10-22,28.93,24.34,56.0,93.16,72.65,31.1,88.16,33.68,39.84,319.65,216.52,30.58,110.97,25.95,64.3,44.9,29.27,56.03,85.35,53.67,30.12,15.63,24.0,70.6,50.39,47.24,75.49,43.8,44.8,91.17,89.25,93.17314990754106,3.9231499075410596
2007-10-23,30.12,26.94,58.55,95.76,73.8,31.35,88.93,34.82,40.26,330.96,223.63,31.2,113.78,26.62,64.4,45.92,29.66,56.2,86.87,54.85,30.71,15.98,24.13,71.17,52.46,48.18,76.45,44.37,45.51,91.47,95.28,93.5528138781055,1.7271861218945048
2007-10-24,30.68,26.54,58.64,95.69,74.0,31.17,89.12,34.55,40.42,336.69,222.76,30.99,114.2,26.33,64.33,45.73,29.75,56.88,85.92,56.36,30.85,15.95,24.03,71.16,51.4,49.25,75.81,44.54,44.1,90.87,90.87,93.99246312415308,3.1224631241530716
2007-10-25,30.75,26.41,59.03,94.88,75.24,31.37,90.46,34.98,40.38,339.68,224.11,31.09,113.32,26.18,64.42,46.1,30.12,57.15,86.68,56.2,31.57,15.86,24.19,71.21,52.28,48.47,76.75,44.61,43.96,92.49,88.23,93.78415243827611,5.554152438276105
2007-10-26,32.43,26.47,60.41,96.25,74.6,31.81,91.86,34.62,40.35,337.35,232.86,31.01,113.0,26.26,64.18,46.96,30.67,58.13,86.48,57.07,36.01,15.87,24.31,71.6,52.86,48.62,76.11,45.36,44.55,92.74,89.0,94.25366972489059,5.253669724890585
2007-10-29,34.07,26.49,60.75,95.78,75.01,32.25,91.86,34.49,40.47,339.22,236.22,31.55,113.9,26.05,64.45,47.39,30.75,58.42,86.44,57.66,34.85,16.12,24.29,71.95,53.26,48.23,75.67,45.8,44.72,92.36,90.41,94.24734383208573,3.837343832085736
2007-10-30,31.55,26.6,60.35,97.25,73.85,32.26,91.75,34.48,40.49,339.09,241.25,31.5,114.5,26.11,64.8,46.4,30.92,58.83,85.95,57.8,34.37,16.06,24.49,69.53,52.45,47.77,75.55,45.94,44.74,92.92,89.67,94.1653362088485,4.495336208848499
2007-10-31,31.5,26.8,61.35,98.15,73.41,32.94,90.4,34.01,40.62,350.7,240.36,31.71,114.75,26.37,64.83,46.95,31.0,59.23,85.98,57.71,35.52,16.39,24.56,69.35,52.84,48.55,75.88,45.89,45.71,91.46,88.05,94.224110722819,6.174110722819009
2007-11-01,30.86,26.94,60.33,98.3,74.29,32.84,90.05,34.51,40.89,351.75,243.55,31.4,115.5,26.7,64.8,45.65,30.82,59.35,86.07,57.88,36.53,16.48,24.58,69.22,50.35,48.82,75.11,45.84,44.7,89.83,87.75,94.76421686515832,7.014216865158318
2007-11-02,30.54,27.03,58.62,96.62,73.51,32.4,87.65,34.26,40.5,355.61,241.8,30.92,114.42,26.75,64.73,44.45,30.57,59.2,84.7,58.04,37.22,16.34,24.03,69.05,51.8,48.29,74.9,44.84,44.16,88.69,87.97,94.77404937403263,6.80404937403263
2007-11-05,30.71,26.47,56.78,97.59,73.56,32.64,87.47,33.4,39.95,353.85,220.0,30.15,115.11,26.58,64.01,42.69,30.25,59.0,84.94,55.0,36.76,15.5,23.6,69.39,50.94,48.5,75.0,44.35,44.25,87.02,84.35,94.38560353200982,10.03560353200983
2007-11-06,31.76,26.72,58.22,98.0,73.56,33.45,88.69,33.86,40.2,369.15,221.74,29.5,113.49,26.96,64.49,42.69,30.2,59.71,85.12,55.98,36.59,15.86,23.69,70.4,52.34,49.15,76.17,43.82,44.01,87.76,84.61,94.7761931473763,10.166193147376305
2007-11-07,29.27,27.23,57.31,97.0,74.01,34.04,90.91,33.53,39.9,370.94,218.9,29.7,113.56,27.24,64.1,42.93,30.45,59.57,85.3,55.19,36.04,15.75,23.63,70.44,51.89,49.75,76.11,43.67,44.0,89.78,86.41,94.39027288151601,7.980272881516015
2007-11-08,28.11,26.67,56.0,96.97,73.66,30.4,87.97,33.44,39.2,367.67,213.67,29.5,110.1,26.89,63.97,42.51,30.36,59.21,83.34,54.46,35.6,15.71,23.42,69.76,50.39,50.09,74.82,43.14,44.19,88.01,86.8,94.36970640744518,7.569706407445182
2007-11-09,26.13,24.45,55.25,95.08,71.94,29.06,88.9,32.81,38.52,338.23,202.57,28.69,104.92,25.36,63.85,41.4,30.75,59.0,79.98,55.52,34.18,15.58,23.11,70.55,50.5,50.2,74.31,42.08,43.15,88.94,82.42,94.42122328859634,12.001223288596336
2007-11-12,25.8,23.61,56.28,94.25,70.25,28.83,87.0,32.0,38.24,329.2,210.9,28.05,101.89,25.41,65.0,42.11,30.32,59.25,79.53,55.91,33.32,15.43,22.83,70.44,51.21,51.48,73.23,42.8,42.98,86.24,78.26,94.63463675388972,16.374636753889718
2007-11-13,25.53,22.98,56.64,93.83,70.09,29.61,85.82,32.22,38.5,322.82,220.94,28.0,102.73,25.59,66.73,43.3,30.12,58.5,80.05,56.42,33.54,15.75,23.17,71.26,51.71,52.8,74.4,43.07,45.0,84.35,77.91,94.22318198483579,16.313181984835794
2007-11-14,26.42,25.31,59.43,94.14,71.64,30.42,87.35,33.14,39.9,336.98,239.75,29.29,106.12,26.5,67.2,45.9,30.65,57.56,81.56,56.5,34.62,16.06,23.7,71.98,52.53,53.52,75.69,43.76,46.24,87.46,80.4,93.54874168925811,13.148741689258102
2007-11-15,24.94,23.77,58.98,91.46,69.89,29.5,85.94,31.8,38.93,319.6,230.11,29.07,103.24,25.84,66.76,44.6,30.5,56.59,80.05,56.96,33.76,15.75,23.56,71.4,52.63,52.72,74.77,43.43,46.29,85.7,79.43,93.65031520483032,14.220315204830314
2007-11-16,25.66,23.61,58.52,92.0,70.06,29.85,84.88,32.59,38.5,317.29,228.26,29.12,104.51,25.53,67.2,43.74,31.12,57.49,80.13,58.43,33.86,15.9,23.49,72.46,53.42,53.27,74.6,43.24,46.42,85.16,77.01,93.45938702727561,16.449387027275606
2007-11-19,27.11,23.73,58.18,89.6,69.4,29.76,85.98,32.26,38.48,315.11,223.52,28.83,104.34,25.45,67.46,42.7,31.25,57.88,81.22,57.9,33.96,15.59,23.35,72.87,52.49,53.25,73.85,43.5,46.0,84.63,78.83,93.11310157256521,14.283101572565215
2007-11-20,26.93,23.67,57.35,88.31,68.17,29.44,85.05,31.47,38.15,318.56,220.4,28.19,102.59,25.35,67.83,41.37,31.26,58.6,81.99,58.23,34.23,15.54,22.85,72.98,51.4,53.47,73.8,43.03,45.45,84.98,79.86,92.63827090039999,12.778270900399988
2007-11-21,26.11,23.69,56.42,86.78,67.58,28.38,87.8,31.35,37.65,322.21,213.41,28.21,101.41,25.23,67.0,40.81,31.4,58.11,81.6,57.33,34.4,15.33,22.5,73.05,50.67,53.71,72.71,42.74,45.03,87.96,79.24,92.78868152658742,13.54868152658743
2007-11-23,25.98,24.57,54.59,88.5,68.53,28.44,86.46,31.65,37.37,335.33,212.52,28.18,103.1,24.78,67.4,41.5,31.27,57.82,81.83,56.78,34.36,15.78,22.85,72.88,50.83,53.66,73.12,42.14,45.23,87.05,80.11,92.41553225040656,12.305532250406557
2007-11-26,26.08,24.8,55.74,90.5,68.76,28.76,86.85,31.91,37.75,340.4,214.65,28.89,104.26,25.04,66.75,41.87,31.18,57.84,82.92,57.65,34.09,15.97,22.95,73.0,51.51,54.07,73.44,42.63,46.0,88.12,82.3,91.71100491688051,9.411004916880515
2007-11-27,25.18,25.03,53.93,90.57,68.05,27.63,83.45,31.38,36.85,337.74,210.0,27.58,102.7,24.75,67.58,40.92,30.98,57.0,81.58,57.37,33.27,15.6,22.59,72.71,50.32,53.55,73.14,41.37,45.27,85.23,82.92,91.83940474142739,8.919404741427385
2007-11-28,26.03,25.26,56.05,92.61,69.48,27.9,84.52,31.89,37.69,341.4,217.58,27.3,104.82,25.54,67.84,42.73,31.61,57.6,82.57,59.26,33.38,16.0,22.9,72.99,51.46,54.59,74.71,41.79,46.08,86.88,87.55,91.58108450219704,4.0310845021970465
2007-11-29,26.01,25.63,57.3,93.61,71.1,27.81,85.61,32.65,38.29,345.72,226.02,28.12,107.24,26.07,67.99,43.38,31.46,57.67,83.08,59.8,33.58,16.28,23.38,73.82,51.18,54.65,75.75,42.22,46.8,87.5,89.89,91.33638169998828,1.4463816999882795
2007-11-30,26.96,26.76,57.86,94.6,72.5,28.4,87.13,33.49,38.67,355.86,232.65,28.3,108.57,26.66,68.54,45.38,31.55,59.0,84.44,60.2,33.92,16.25,23.84,74.6,52.81,54.95,76.17,42.98,47.7,88.52,90.56,91.33925723620715,0.7792572362071439
2007-12-03,26.64,25.98,58.49,92.5,71.41,28.0,87.1,33.06,38.2,345.85,226.09,28.62,105.55,26.03,67.62,45.9,31.05,58.45,83.43,58.76,33.5,16.24,23.62,74.0,52.58,54.3,74.02,43.08,47.71,88.97,90.03,91.82618281142959,1.7961828114295884
2007-12-04,26.14,25.31,58.37,91.43,71.77,27.46,87.14,32.91,36.72,339.49,221.06,28.38,105.41,25.84,67.44,44.32,30.98,59.59,81.88,57.39,32.74,16.84,23.36,73.23,52.92,54.27,74.33,42.92,47.49,88.18,90.04,91.79132639041106,1.7513263904110516
2007-12-05,26.63,26.13,57.75,90.9,72.6,27.44,87.79,32.5,36.6,346.71,219.46,29.05,107.83,26.89,67.45,44.54,31.42,59.44,82.69,58.45,33.14,16.61,23.56,73.65,53.45,54.94,76.2,44.05,48.54,88.76,94.99,91.63618686798807,3.353813132011922
2007-12-06,25.88,26.6,57.91,91.5,72.68,27.65,89.27,32.74,36.7,349.25,214.5,28.84,108.0,27.22,68.19,44.88,31.46,59.81,83.73,59.78,34.26,16.34,23.97,73.78,54.15,54.56,76.82,44.5,48.49,89.89,93.28,92.06579058274401,1.2142094172559865
2007-12-07,25.86,27.22,57.9,92.36,74.34,27.98,90.69,32.72,37.25,357.85,223.01,29.66,109.68,27.77,68.5,46.21,31.53,60.45,84.06,59.49,34.61,16.35,24.17,74.24,54.84,55.97,77.87,44.41,49.26,91.25,94.56,92.23273837970257,2.3272616202974348
2007-12-10,25.51,27.66,57.0,93.25,74.5,27.68,91.23,32.82,37.26,358.35,219.19,29.2,109.38,27.56,67.73,46.8,31.54,61.0,86.26,60.67,34.64,16.35,24.39,74.17,54.2,56.65,78.13,45.31,49.06,91.75,94.31,92.24263215900672,2.0673678409932847
2007-12-11,25.15,27.82,57.55,92.64,76.85,27.82,91.68,32.35,37.4,360.33,224.11,29.58,109.34,27.79,67.79,47.11,31.62,61.85,87.05,60.99,34.73,16.52,24.36,74.59,55.15,57.84,78.83,45.54,49.41,92.36,93.1,92.40057606723305,0.6994239327669476
2007-12-12,24.82,27.63,55.67,88.0,75.25,28.92,91.91,32.27,37.95,357.36,217.05,29.0,109.17,27.43,68.0,47.03,31.62,63.6,88.1,61.0,34.61,16.22,24.02,74.65,53.85,57.26,78.26,45.0,49.62,91.77,92.84,92.77539474335808,0.06460525664192573
2007-12-13,24.39,27.17,53.7,86.67,73.5,28.88,91.51,32.08,37.0,348.5,209.85,28.31,108.0,26.98,67.5,45.83,31.79,61.48,86.41,59.31,34.48,16.0,23.65,74.45,54.0,57.1,76.56,44.63,47.81,91.29,91.05,92.71437792515096,1.6643779251509585
2007-12-14,24.13,27.2,52.93,88.54,73.54,28.99,92.5,32.9,37.48,344.1,208.74,27.31,107.31,26.82,67.58,45.24,31.88,61.21,86.12,59.5,35.05,16.28,23.39,74.37,53.46,56.27,77.1,45.07,48.17,92.16,90.77,92.64215554275717,1.87215554275717
2007-12-17,23.8,27.25,52.17,88.21,72.0,28.59,91.7,32.87,36.82,344.34,209.76,26.5,105.37,26.23,67.43,44.82,32.0,61.0,85.39,59.85,35.03,16.01,23.05,73.73,52.36,56.37,76.48,44.09,47.6,90.65,89.01,92.77793581396753,3.767935813967526
2007-12-18,23.22,26.65,52.46,87.87,71.53,28.14,90.6,32.91,36.68,337.42,209.8,26.14,105.08,25.92,67.9,44.77,31.4,60.3,86.21,59.8,34.64,15.89,23.16,73.65,52.88,56.89,75.8,43.33,48.08,90.72,85.83,92.80702687989233,6.977026879892335
2007-12-19,22.92,26.14,51.89,87.75,70.92,28.14,91.39,32.96,36.78,337.44,202.68,26.43,106.54,25.85,67.59,43.9,31.1,59.96,85.69,59.63,34.69,16.04,23.33,72.78,52.56,57.1,76.05,44.1,48.15,91.06,86.94,92.55781217833977,5.617812178339776
2007-12-20,23.5,26.49,52.19,87.08,71.21,28.6,90.93,32.43,36.6,343.26,206.06,26.2,107.78,26.53,67.68,44.33,31.38,59.16,84.79,59.88,35.29,16.45,23.1,73.38,53.19,57.66,76.2,43.88,48.08,91.52,90.14,92.22741181332285,2.087411813322845
2007-12-21,23.88,27.16,51.2,88.04,72.05,28.66,92.3,32.65,36.71,349.29,205.85,26.36,109.9,26.76,67.35,43.92,31.25,59.2,85.81,59.34,35.9,16.66,23.37,73.41,52.27,58.15,76.59,44.1,47.82,92.74,91.47,92.71871068470215,1.2487106847021465
2007-12-24,24.01,27.86,51.91,89.55,73.0,28.68,93.63,32.96,37.4,347.84,211.0,26.61,111.2,26.82,67.61,44.14,31.52,60.16,85.52,59.06,36.13,16.52,23.13,74.03,53.5,58.76,77.78,43.61,48.12,93.51,91.05,92.56292947044999,1.5129294704499898
2007-12-26,23.85,28.43,53.45,90.0,72.97,28.65,94.31,33.03,37.41,349.84,214.09,27.0,110.9,27.2,67.98,44.72,31.72,60.01,86.97,59.21,36.41,16.69,23.24,73.9,55.0,58.88,78.16,44.63,48.2,93.68,91.48,92.45149183880507,0.9714918388050648
2007-12-27,23.6,28.42,52.38,89.99,72.88,28.16,95.08,32.64,37.4,353.89,214.88,26.98,110.53,27.36,67.1,44.6,31.45,59.64,86.1,59.11,36.35,16.45,23.25,73.8,53.97,58.2,78.08,45.1,48.21,94.81,92.67,92.68748681327021,0.017486813270210178
2007-12-28,23.66,28.66,51.71,89.0,73.01,27.95,94.01,32.77,37.35,352.82,214.45,26.74,110.76,27.11,67.75,44.19,31.16,59.76,86.12,58.02,36.1,16.46,23.05,74.06,54.36,58.16,77.25,44.42,48.0,94.05,95.27,92.86195883920892,2.408041160791072
2007-12-31,23.22,28.5,50.85,88.14,73.0,27.25,94.37,32.42,37.3,349.63,211.59,26.51,109.51,26.63,67.29,43.07,31.03,59.72,84.65,58.35,35.9,16.0,22.93,74.25,53.85,58.0,76.77,44.5,47.84,94.61,93.81,92.9059791971336,0.9040208028663983
2008-01-02,23.8,28.47,52.09,87.57,72.56,27.0,93.96,32.32,37.1,346.78,214.8,27.13,108.99,26.28,66.56,43.55,30.72,59.48,84.24,58.15,35.79,16.08,22.76,73.59,53.66,57.19,76.64,43.9,47.41,94.15,95.35,93.04602103326918,2.30397896673081
2008-01-03,23.86,27.92,51.2,87.07,71.01,26.4,93.8,31.88,36.81,342.97,208.92,26.24,104.83,25.37,65.75,42.34,30.58,58.4,82.82,57.45,35.22,15.82,22.98,72.41,52.36,56.75,75.31,43.27,46.72,93.86,96.06,93.63920703129705,2.420792968702955
2008-01-04,23.81,27.35,49.99,86.32,69.65,26.37,93.88,31.0,36.54,340.18,201.0,25.56,103.95,23.46,65.72,41.41,30.84,57.33,82.0,56.95,35.19,15.56,23.18,71.7,52.62,56.56,75.69,42.99,45.91,93.24,93.26,93.71357601270171,0.4535760127017028
2008-01-07,23.12,25.89,49.53,86.25,69.0,26.1,93.74,31.38,36.21,327.3,200.23,25.06,100.25,22.8,65.76,41.1,31.05,57.36,82.1,57.09,34.55,15.5,22.92,72.24,51.79,55.54,75.33,42.78,45.8,92.5,88.62,93.42958194528909,4.809581945289082
2008-01-08,23.28,25.73,49.7,83.11,68.94,26.36,92.41,31.25,36.43,326.83,195.81,25.55,100.05,22.92,67.05,41.46,31.8,58.44,81.35,58.09,34.71,15.6,23.3,72.7,52.2,57.05,75.19,43.36,46.59,91.86,87.55,93.70541768452637,6.15541768452637
2008-01-09,22.47,24.5,47.94,79.7,67.12,25.59,90.88,30.57,35.48,315.34,189.04,24.75,97.76,22.4,66.99,39.59,31.81,57.06,80.2,59.7,33.36,15.51,23.5,72.54,50.51,56.09,71.66,42.0,45.97,90.11,87.56,93.55566667828057,5.995666678280571
2008-01-10,23.19,25.37,47.86,79.86,66.6,26.06,91.6,29.9,35.6,322.83,189.35,24.51,97.39,22.57,67.43,39.77,32.5,57.69,79.75,60.12,34.35,15.48,23.98,72.07,50.67,55.91,71.56,42.24,47.1,90.75,83.98,93.33615883381904,9.356158833819038
2008-01-11,23.81,25.14,44.62,81.77,67.8,25.96,91.6,30.45,35.56,321.67,196.96,25.1,99.2,22.25,67.34,40.88,32.69,56.9,79.63,60.03,34.14,15.51,23.95,72.3,51.0,55.69,71.87,43.14,48.06,91.01,84.03,92.99729848723725,8.967298487237244
2008-01-14,23.51,25.36,44.1,81.33,66.73,26.61,91.22,30.5,35.76,325.9,200.17,25.1,105.01,22.89,68.29,41.27,31.88,54.89,78.13,59.88,34.46,15.27,24.24,70.82,51.33,56.25,72.11,42.76,47.98,90.84,82.18,93.09572601478686,10.915726014786856
2008-01-15,23.0,25.39,43.86,81.47,66.36,26.12,89.96,30.22,35.26,323.43,199.55,25.05,102.03,23.0,67.7,40.73,31.82,54.39,78.0,58.93,34.03,14.97,23.81,70.0,50.15,55.01,71.94,42.5,46.99,89.89,80.48,92.64628000405362,12.166280004053618
2008-01-16,22.2,23.62,42.61,77.81,65.21,25.6,87.69,29.66,34.33,314.8,193.31,25.3,100.14,20.03,67.33,40.46,31.64,53.41,76.83,57.84,33.42,14.24,23.47,69.25,49.36,54.6,71.28,41.89,46.68,88.45,79.58,91.89212970911517,12.312129709115169
2008-01-17,22.0,23.07,44.3,81.2,64.33,25.14,86.5,29.9,34.74,310.69,198.29,26.37,102.0,20.02,68.37,41.57,31.62,52.67,77.38,57.84,33.54,14.43,23.4,68.95,49.43,55.54,70.98,42.37,47.55,87.47,80.16,91.75740016722416,11.597400167224166
2008-01-18,21.27,23.1,43.0,80.25,63.03,24.23,82.75,29.0,33.92,304.48,192.17,26.46,106.72,19.39,68.16,40.24,31.17,52.45,75.47,55.14,33.16,14.11,22.97,68.4,47.85,54.64,68.58,41.13,47.89,84.0,79.93,91.19898095963319,11.268980959633183
2008-01-22,19.29,21.15,41.15,74.53,59.6,22.39,78.23,27.18,33.2,281.3,178.17,24.96,98.55,18.2,64.67,37.66,29.36,49.37,72.07,51.5,31.54,12.99,21.68,64.19,43.87,51.5,65.48,37.2,46.47,80.0,73.58,90.70625672110826,17.126256721108263
2008-01-23,19.25,19.46,42.33,75.5,62.56,22.57,78.76,27.1,33.75,280.64,186.04,27.7,99.63,18.33,65.0,40.4,28.76,51.64,73.55,51.18,31.48,13.88,22.44,62.74,44.73,49.82,66.3,36.8,48.5,80.01,75.6,90.15126327086685,14.551263270866855
2008-01-24,20.44,20.0,46.4,77.56,65.3,24.14,81.85,28.58,34.65,279.68,200.1,29.6,106.38,20.15,64.54,45.83,29.58,53.8,76.4,50.39,32.35,14.4,22.94,66.64,46.48,50.37,71.41,38.16,50.21,84.29,74.53,89.90968757893798,15.379687578937975
2008-01-25,22.24,19.86,47.66,78.65,67.65,26.05,84.68,29.53,34.95,296.2,201.51,29.61,107.79,21.27,63.54,45.67,30.17,54.46,76.82,49.94,34.9,14.54,23.17,66.83,46.95,49.88,73.53,38.73,49.09,86.7,78.69,89.04593206867982,10.35593206867982
2008-01-28,21.56,18.31,46.1,77.15,66.69,24.29,81.13,28.75,34.31,285.77,190.62,28.51,104.44,19.88,62.66,43.79,29.18,51.1,76.02,47.76,33.02,14.01,22.69,65.53,45.58,49.9,72.45,37.3,48.06,83.5,76.91,88.41976337168427,11.509763371684272
2008-01-29,20.87,18.74,47.67,78.57,68.78,24.27,83.21,28.73,34.97,280.52,197.04,29.37,105.5,20.44,63.34,45.94,29.83,51.43,77.8,49.51,32.85,14.39,23.14,65.57,48.21,52.22,74.27,38.47,49.1,85.22,75.77,88.02777816353078,12.257778163530787
2008-01-30,18.62,18.77,47.69,79.7,68.83,23.99,82.11,29.06,34.68,274.87,195.27,29.05,105.85,20.36,62.97,47.1,29.25,50.84,77.82,45.7,32.56,14.56,23.13,64.7,47.52,50.51,72.95,38.62,48.8,84.54,73.54,87.79072994600344,14.250729946003432
2008-01-31,18.87,18.49,46.69,81.78,67.51,23.98,82.1,29.04,34.61,269.77,196.45,28.98,104.21,20.44,61.86,46.41,28.65,50.25,77.33,46.33,31.91,14.84,23.03,63.79,47.23,50.07,71.65,37.75,48.85,84.22,68.91,86.9275451554823,18.01754515548231
2008-02-01,28.68,19.46,48.88,83.37,71.15,24.62,84.71,30.75,35.59,264.6,199.15,30.3,107.16,21.4,63.35,47.26,29.64,53.67,79.79,46.2,31.06,15.41,23.4,66.15,48.34,50.85,73.5,39.25,50.9,87.7,79.02,86.14323809247324,7.123238092473244
2008-02-04,28.33,19.17,48.61,82.78,71.78,25.04,82.51,31.05,36.17,254.79,207.84,30.45,108.67,21.74,63.38,47.83,29.71,54.23,81.23,45.82,30.49,15.63,23.55,66.56,49.63,49.91,74.12,38.7,51.0,86.04,74.5,86.13060558412414,11.63060558412414
